km;largura;altura;patologia;xi;xf;yi;yf
164418-18_NORTE_P1_png.rf.6b3d98f1feafec8a6d657f315a31ccae.jpg;920;640;TLC-FC1;246;405;260;640
164418-18_NORTE_P1_png.rf.6b3d98f1feafec8a6d657f315a31ccae.jpg;920;640;TLC-FC1;320;493;336;640
164418-18_NORTE_P1_png.rf.6b3d98f1feafec8a6d657f315a31ccae.jpg;920;640;TLC-FC1;134;25;146;102
164547-14_NORTE_P1_png.rf.d85c68c2b58b71a481aca45b86f9e7ca.jpg;920;640;TLC-FC2;216;4;237;199
164621-55_NORTE_P1_png.rf.aba6c2d948e61532e164f37351962397.jpg;920;640;J;147;213;189;595
164660-95_NORTE_P1_png.rf.ec9f7a20a69e50c718087849c1399937.jpg;920;640;TLL-FC1;818;50;918;636
164707-1_NORTE_P1_png.rf.0e6c571be28e8db799af895ed75d0e82.jpg;920;640;TLC-FC1;807;14;834;132
164707-1_NORTE_P1_png.rf.0e6c571be28e8db799af895ed75d0e82.jpg;920;640;TLC-FC1;841;317;860;420
164745-05_NORTE_P1_png.rf.33e1ab4d409a5810c8d96489faa2bd3f.jpg;920;640;TLC-FC1;757;87;772;188
164745-05_NORTE_P1_png.rf.33e1ab4d409a5810c8d96489faa2bd3f.jpg;920;640;TLC-FC1;762;8;772;69
164778-98_NORTE_P1_png.rf.0bdad279d5feff21be800e6efe7bed11.jpg;920;640;TLC-FC1;17;2;920;640
164825-84_NORTE_P1_png.rf.5b51b29ae15ea33f223967e30cec3d18.jpg;920;640;TLC-FC1;15;2;29;146
164825-84_NORTE_P1_png.rf.5b51b29ae15ea33f223967e30cec3d18.jpg;920;640;TLC-FC1;0;231;13;419
164859-12_NORTE_P1_png.rf.96234ec33dd06918b06763237e6e7266.jpg;920;640;TLC-FC1;59;16;76;171
164862-79_NORTE_P1_png.rf.59050f6605938153917dd143fe96925e.jpg;920;640;TLL-FC1;35;206;60;640
164898-57_NORTE_P1_png.rf.c3922a109708cbd91b37295b2455960d.jpg;920;640;FI;40;7;204;166
164898-57_NORTE_P1_png.rf.c3922a109708cbd91b37295b2455960d.jpg;920;640;FI;82;560;131;640
164898-57_NORTE_P1_png.rf.c3922a109708cbd91b37295b2455960d.jpg;920;640;FI;60;206;221;520
164898-57_NORTE_P1_png.rf.c3922a109708cbd91b37295b2455960d.jpg;920;640;P;579;353;704;503
164898-57_NORTE_P1_png.rf.c3922a109708cbd91b37295b2455960d.jpg;920;640;FI;574;348;596;379
164906-81_NORTE_P1_png.rf.420199d1a19920d9756b755842171eef.jpg;920;640;J;4;0;250;305
164906-81_NORTE_P1_png.rf.420199d1a19920d9756b755842171eef.jpg;920;640;FI;21;339;227;624
164978-99_NORTE_P1_png.rf.61ee58c4e27bc017d6c3f3376d2362f5.jpg;920;640;TLC-FC2;832;5;863;196
164983-54_NORTE_P1_png.rf.fb236ae2d3daf29565de6ce6627da04f.jpg;920;640;TLC-FC1;824;2;887;296
165145-95_NORTE_P1_png.rf.caa394b93383d45407c205b3ea274014.jpg;920;640;FI;37;0;246;216
165145-95_NORTE_P1_png.rf.caa394b93383d45407c205b3ea274014.jpg;920;640;FI;0;414;57;518
165145-95_NORTE_P1_png.rf.caa394b93383d45407c205b3ea274014.jpg;920;640;FI;615;470;659;640
165179-34_NORTE_P1_png.rf.88c358c38a36c524e0f294bb642c3b9b.jpg;920;640;J;552;8;649;640
165179-34_NORTE_P1_png.rf.88c358c38a36c524e0f294bb642c3b9b.jpg;920;640;TLL-FC2;27;8;42;460
165301-96_NORTE_P1_png.rf.5c3c31244bff89a2105d0236143bbb19.jpg;920;640;TLL-FC2;135;67;156;551
165305-67_NORTE_P1_png.rf.a99c0e0f1c61ea56d8aab58e3a826382.jpg;920;640;TLC-FC2;134;509;149;640
165339-27_NORTE_P1_png.rf.8ddacd67b623e383b142ddb32e99048a.jpg;920;640;TLL-FC2;150;2;183;634
165343-21_NORTE_P1_png.rf.aefa23d420b9d84c19ea970c41c1eaeb.jpg;920;640;TLC-FC2;147;6;188;619
165386-07_NORTE_P1_png.rf.f38a13360161189b7bbf2c9f1e72b8f4.jpg;920;640;TLL-FC1;360;163;420;516
165423-59_NORTE_P1_png.rf.59815a39d7d9944c2560d6ec1e9f145e.jpg;920;640;TLC-FC2;435;416;461;551
165423-59_NORTE_P1_png.rf.59815a39d7d9944c2560d6ec1e9f145e.jpg;920;640;TLC-FC2;454;267;475;390
165459-81_NORTE_P1_png.rf.bafcbbb0e592e4ba0859a4f1e1127dfc.jpg;920;640;TLC-FC1;400;592;424;640
165459-81_NORTE_P1_png.rf.bafcbbb0e592e4ba0859a4f1e1127dfc.jpg;920;640;TLC-FC1;411;128;434;362
165459-81_NORTE_P1_png.rf.bafcbbb0e592e4ba0859a4f1e1127dfc.jpg;920;640;TLC-FC1;446;71;462;127
165459-81_NORTE_P1_png.rf.bafcbbb0e592e4ba0859a4f1e1127dfc.jpg;920;640;TLC-FC2;894;3;914;245
165463-65_NORTE_P1_png.rf.f8b2dde033ed9f352c0cd4b6718118fc.jpg;920;640;TLL-FC2;893;1;905;324
165463-65_NORTE_P1_png.rf.f8b2dde033ed9f352c0cd4b6718118fc.jpg;920;640;TLL-FC2;644;0;656;70
165463-65_NORTE_P1_png.rf.f8b2dde033ed9f352c0cd4b6718118fc.jpg;920;640;TLL-FC2;681;112;692;233
165463-65_NORTE_P1_png.rf.f8b2dde033ed9f352c0cd4b6718118fc.jpg;920;640;TLL-FC2;673;263;681;342
165498-94_NORTE_P1_png.rf.c0b56a4461238b8dcc67bed56908f645.jpg;920;640;TLL-FC2;885;0;896;603
165506-22_NORTE_P1_png.rf.bb2790e206b62cd5d64cf64bc379e203.jpg;920;640;R;9;0;308;330
165542-41_NORTE_P1_png.rf.44ca82d7752eec9cedad37ab1c41e2b0.jpg;920;640;J;0;0;178;640
165585-72_NORTE_P1_png.rf.7a7003e17c8017f64916e424687ff970.jpg;920;640;JE;0;0;231;640
165705-87_NORTE_P1_png.rf.a2d0e9fc4d61750e4fa4bfb53e314b7b.jpg;920;640;TLC-FC2;888;37;900;280
165705-87_NORTE_P1_png.rf.a2d0e9fc4d61750e4fa4bfb53e314b7b.jpg;920;640;TLC-FC2;888;337;909;483
165783-68_NORTE_P1_png.rf.f6093c964ac29959fe354531707b5fef.jpg;920;640;TLC-FC2;858;8;882;295
165821-96_NORTE_P1_png.rf.1cc22b61d414dd79e2227985b907fcbc.jpg;920;640;R;793;1;920;640
165858-31_NORTE_P1_png.rf.c27a383e96571b329eb6285b5684c49c.jpg;920;640;R;846;2;920;454
165866-07_NORTE_P1_png.rf.3ef38e44283b97d6eba842b6015a773b.jpg;920;640;TLL-FC1;852;139;919;500
165900-23_NORTE_P1_png.rf.cf6b1d7b2cf08300bcbc085f30a965f1.jpg;920;640;R;827;3;920;640
165981-66_NORTE_P1_png.rf.d78d6e3048e0d41fab87a282d053939f.jpg;920;640;TLL-FC1;717;0;817;273
165981-66_NORTE_P1_png.rf.d78d6e3048e0d41fab87a282d053939f.jpg;920;640;TLL-FC1;831;373;906;640
166144-47_NORTE_P1_png.rf.bee713ba4d0f553155dc41a8c0fc0ff6.jpg;920;640;R;845;0;920;437
166300-03_NORTE_P1_png.rf.cfbee1cd319f30304849efce34c8feef.jpg;920;640;TLC-FC1;17;0;55;80
166341-06_NORTE_P1_png.rf.ff9fd28d1c58802bbf4ca83f5fb212b8.jpg;920;640;TLC-FC2;888;9;906;288
166345-05_NORTE_P1_png.rf.6e53b50fb323f86c827ef4e826a97305.jpg;920;640;TLC-FC2;861;0;912;221
166345-05_NORTE_P1_png.rf.6e53b50fb323f86c827ef4e826a97305.jpg;920;640;TLC-FC2;10;85;32;225
166419-75_NORTE_P1_png.rf.bda9575b38e689126a1badba6e5be0f2.jpg;920;640;TLL-FC1;870;5;918;262
166419-75_NORTE_P1_png.rf.bda9575b38e689126a1badba6e5be0f2.jpg;920;640;TLC-FC1;607;347;672;554
166423-74_NORTE_P1_png.rf.e3f6954885f0e11d7c9644870cceb0ad.jpg;920;640;TLC-FC1;865;0;896;67
166423-74_NORTE_P1_png.rf.e3f6954885f0e11d7c9644870cceb0ad.jpg;920;640;TLC-FC2;885;130;920;283
166466-41_NORTE_P1_png.rf.a135bf6c9ce96e96e5b17653d09d8dee.jpg;920;640;TLC-FC2;879;285;918;566
166505-43_NORTE_P1_png.rf.51610d0b9395638a39aeac66de6f4777.jpg;920;640;TLC-FC1;497;209;511;370
166505-43_NORTE_P1_png.rf.51610d0b9395638a39aeac66de6f4777.jpg;920;640;TLC-FC1;880;169;899;255
166538-25_NORTE_P1_png.rf.5cffe6caccd5c21edc320904c14dc7ed.jpg;920;640;TLC-FC1;854;43;874;118
166664-27_NORTE_P1_png.rf.a822b816fc96741f81691c0ffb86eecc.jpg;920;640;TLL-FC2;853;42;893;541
166699-09_NORTE_P1_png.rf.09ddb856f2948d7c0d750db2ba6fd2e4.jpg;920;640;TLL-FC2;866;0;883;629
166703-33_NORTE_P1_png.rf.a9ace357fd76739a05e2f1c2eda4ed33.jpg;920;640;J;133;134;224;392
166703-33_NORTE_P1_png.rf.a9ace357fd76739a05e2f1c2eda4ed33.jpg;920;640;TTC-FC2;196;0;274;42
166703-33_NORTE_P1_png.rf.a9ace357fd76739a05e2f1c2eda4ed33.jpg;920;640;TTC-FC2;118;435;259;464
166703-33_NORTE_P1_png.rf.a9ace357fd76739a05e2f1c2eda4ed33.jpg;920;640;TTC-FC2;117;514;253;550
166703-33_NORTE_P1_png.rf.a9ace357fd76739a05e2f1c2eda4ed33.jpg;920;640;D;723;8;751;136
166740-36_NORTE_P1_png.rf.5905649eb289cbcbfa0b87cb7f91629a.jpg;920;640;TLC-FC2;899;84;909;298
166740-36_NORTE_P1_png.rf.5905649eb289cbcbfa0b87cb7f91629a.jpg;920;640;TLC-FC2;859;83;873;275
166744-74_NORTE_P1_png.rf.b6f3aa98f7f3f8a74fe967aa30cd3f20.jpg;920;640;TLC-FC2;823;19;853;160
166781-57_NORTE_P1_png.rf.158a121def9f86d642b5e3e174c0af1a.jpg;920;640;TLC-FC2;825;274;853;448
166781-57_NORTE_P1_png.rf.158a121def9f86d642b5e3e174c0af1a.jpg;920;640;TLL-FC1;803;5;834;260
166785-53_NORTE_P1_png.rf.fcdb186215590fe05d56e55bef657d3f.jpg;920;640;TLL-FC2;828;23;853;635
166821-36_NORTE_P1_png.rf.9030822cf9500330ef479265265383ae.jpg;920;640;EX;219;158;675;251
166825-83_NORTE_P1_png.rf.2d9b3cb1ddb87aa6196307a998cddbe2.jpg;920;640;TLL-FC1;849;1;875;640
166860-16_NORTE_P1_png.rf.88e6bdcfb6776e8ce1680eda14771e22.jpg;920;640;TLL-FC1;881;338;900;628
166904-28_NORTE_P1_png.rf.eb5d36fd169c343e3110c7ce08c8ec1a.jpg;920;640;TLC-FC1;866;308;914;502
166980-33_NORTE_P1_png.rf.de305c8a73663f05db5a269854780321.jpg;920;640;TLL-FC1;30;0;49;322
167184-47_NORTE_P1_png.rf.4917dec07ba3792017ae1984a2084ea6.jpg;920;640;TLC-FC2;24;18;45;231
167184-47_NORTE_P1_png.rf.4917dec07ba3792017ae1984a2084ea6.jpg;920;640;TLC-FC2;894;382;920;640
167218-86_NORTE_P1_png.rf.1bc3e6b4ce013858291e4b7e1f09d77e.jpg;920;640;J;1;105;212;299
167259-57_NORTE_P1_png.rf.0aae25bb13be30428b95eba471e7d135.jpg;920;640;J;44;10;212;640
167263-89_NORTE_P1_png.rf.af042123b9da01d27d44c2e65f144767.jpg;920;640;J;17;5;182;640
167301-06_NORTE_P1_png.rf.7903dac6e8ec773abc03b61640415336.jpg;920;640;J;96;0;251;623
167304-6_NORTE_P1_png.rf.a39fa8776c15af72dd51a3cba453968b.jpg;920;640;JE;37;1;265;640
167304-6_NORTE_P1_png.rf.a39fa8776c15af72dd51a3cba453968b.jpg;920;640;TLC-FC2;633;71;648;162
167304-6_NORTE_P1_png.rf.a39fa8776c15af72dd51a3cba453968b.jpg;920;640;TLC-FC2;647;168;662;247
167304-6_NORTE_P1_png.rf.a39fa8776c15af72dd51a3cba453968b.jpg;920;640;TLC-FC2;713;409;732;521
167304-6_NORTE_P1_png.rf.a39fa8776c15af72dd51a3cba453968b.jpg;920;640;TLC-FC2;704;346;718;403
167304-6_NORTE_P1_png.rf.a39fa8776c15af72dd51a3cba453968b.jpg;920;640;TLC-FC2;672;461;683;529
167340-42_NORTE_P1_png.rf.d0e165d78faed18be0b93ccfb6ec08e0.jpg;920;640;TLC-FC1;307;141;325;297
167340-42_NORTE_P1_png.rf.d0e165d78faed18be0b93ccfb6ec08e0.jpg;920;640;TLC-FC1;83;310;103;397
167378-56_NORTE_P1_png.rf.13332ed70680eb85a81340ad76d5b0ed.jpg;920;640;TLL-FC1;296;178;354;640
167419-72_NORTE_P1_png.rf.4ea52cc98149c04ff7758b47414cf026.jpg;920;640;JE;77;58;243;640
167419-72_NORTE_P1_png.rf.4ea52cc98149c04ff7758b47414cf026.jpg;920;640;J;537;7;791;640
167503-35_NORTE_P1_png.rf.c7e97e8e1d8f483882dc28684570eb20.jpg;920;640;TLL-FC2;828;3;851;640
167546-7_NORTE_P1_png.rf.7492c689896655c94258bdd683de1ba2.jpg;920;640;TLC-FC2;655;231;677;372
167546-7_NORTE_P1_png.rf.7492c689896655c94258bdd683de1ba2.jpg;920;640;TLC-FC2;170;398;191;521
167581-85_NORTE_P1_png.rf.ab5f0387d025f2f50ed9d32c0010a03c.jpg;920;640;TLC-FC2;133;52;159;265
167581-85_NORTE_P1_png.rf.ab5f0387d025f2f50ed9d32c0010a03c.jpg;920;640;TLC-FC2;138;295;151;367
167660-02_NORTE_P1_png.rf.f4d16f357c4a74034f47f7ae063e6777.jpg;920;640;J;48;0;246;633
167663-58_NORTE_P1_png.rf.4de43a5308f402480896b11b50ca4289.jpg;920;640;J;488;299;703;504
167663-58_NORTE_P1_png.rf.4de43a5308f402480896b11b50ca4289.jpg;920;640;J;472;61;641;220
167663-58_NORTE_P1_png.rf.4de43a5308f402480896b11b50ca4289.jpg;920;640;FI;641;0;751;237
167704-13_NORTE_P1_png.rf.8d1814013932bf175c2d2b5e6dd43614.jpg;920;640;TLC-FC2;884;31;914;208
167779-54_NORTE_P1_png.rf.9a2e0aa8221db198416efe87c3557c46.jpg;920;640;JE;0;0;282;640
167779-54_NORTE_P1_png.rf.9a2e0aa8221db198416efe87c3557c46.jpg;920;640;FI;629;39;721;213
167779-54_NORTE_P1_png.rf.9a2e0aa8221db198416efe87c3557c46.jpg;920;640;FI;654;455;680;538
167783-86_NORTE_P1_png.rf.4a9e78c7db3a1f310f92ddc16d4bc06a.jpg;920;640;J;5;0;218;632
167898-76_NORTE_P1_png.rf.010f945065bc87e27ac510df706f3435.jpg;920;640;FI;54;64;177;310
167898-76_NORTE_P1_png.rf.010f945065bc87e27ac510df706f3435.jpg;920;640;FI;14;402;103;640
167898-76_NORTE_P1_png.rf.010f945065bc87e27ac510df706f3435.jpg;920;640;FI;634;477;690;640
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;178;188;211;292
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;171;397;198;486
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;42;143;51;217
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;108;237;125;311
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;131;365;142;427
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;159;549;170;614
167905-2_NORTE_P1_png.rf.4bc5301e5bc7960af51d45fe07f8d9db.jpg;920;640;TLC-FC2;179;43;195;100
168021-17_NORTE_P1_png.rf.aa95b2ff66f019a57041c4a61501126b.jpg;920;640;J;0;0;195;640
168024-4_NORTE_P1_png.rf.73e91a9d9d457b0acd83b5e255ccc936.jpg;920;640;J;0;0;215;640
168061-09_NORTE_P1_png.rf.5cf3c22ad2ce6bcc2d09cade5c9ebda6.jpg;920;640;TLC-FC2;495;343;585;503
168061-09_NORTE_P1_png.rf.5cf3c22ad2ce6bcc2d09cade5c9ebda6.jpg;920;640;TTC-FC2;139;205;280;264
168061-09_NORTE_P1_png.rf.5cf3c22ad2ce6bcc2d09cade5c9ebda6.jpg;920;640;TTC-FC2;431;180;587;226
168061-09_NORTE_P1_png.rf.5cf3c22ad2ce6bcc2d09cade5c9ebda6.jpg;920;640;TTC-FC2;552;288;637;318
168063-75_NORTE_P1_png.rf.1025f96788c1b5cf509462eb5be89f7a.jpg;920;640;TTC-FC2;183;526;274;581
168063-75_NORTE_P1_png.rf.1025f96788c1b5cf509462eb5be89f7a.jpg;920;640;TTC-FC2;561;238;628;289
168100-56_NORTE_P1_png.rf.8592ad20fd264a049cd0364224be0913.jpg;920;640;R;14;0;304;180
168103-46_NORTE_P1_png.rf.57c036553127dc5b9678083b8809ba1c.jpg;920;640;R;36;0;305;632
168258-82_NORTE_P1_png.rf.b675f266bfc1568157d6262ce45f7004.jpg;920;640;D;630;228;685;256
168300-3_NORTE_P1_png.rf.50f7dfc976530a5109378c613b5ba1e5.jpg;920;640;TLC-FC2;891;10;920;177
168303-1_NORTE_P1_png.rf.6cd26e53f2c16a9d965b0e5f5379186f.jpg;920;640;TLC-FC2;889;3;915;206
168459-86_NORTE_P1_png.rf.cebf8a3b27cd240b1e1f0b803309b1ab.jpg;920;640;TLC-FC2;478;116;494;247
168459-86_NORTE_P1_png.rf.cebf8a3b27cd240b1e1f0b803309b1ab.jpg;920;640;TLC-FC2;272;241;287;327
168459-86_NORTE_P1_png.rf.cebf8a3b27cd240b1e1f0b803309b1ab.jpg;920;640;TLC-FC2;32;309;40;381
168459-86_NORTE_P1_png.rf.cebf8a3b27cd240b1e1f0b803309b1ab.jpg;920;640;TLC-FC2;17;486;40;603
168580-6_NORTE_P1_png.rf.c4fa4baa0ded8587a07d4abfd9ad179c.jpg;920;640;TLC-FC1;389;286;405;423
168580-6_NORTE_P1_png.rf.c4fa4baa0ded8587a07d4abfd9ad179c.jpg;920;640;TLC-FC1;730;290;745;485
168580-6_NORTE_P1_png.rf.c4fa4baa0ded8587a07d4abfd9ad179c.jpg;920;640;TLC-FC2;81;542;102;640
168660-96_NORTE_P1_png.rf.3a1e171d3d375275dca36ffc19057859.jpg;920;640;TLC-FC2;1;438;40;582
168663-53_NORTE_P1_png.rf.21ef9af88c5311cede4ed4649e3e0223.jpg;920;640;TLL-FC1;22;0;33;635
168700-66_NORTE_P1_png.rf.b54df1ce3d28c744ef775b17444c7005.jpg;920;640;TLC-FC2;0;0;20;302
168700-66_NORTE_P1_png.rf.b54df1ce3d28c744ef775b17444c7005.jpg;920;640;TLC-FC2;104;340;117;394
168700-66_NORTE_P1_png.rf.b54df1ce3d28c744ef775b17444c7005.jpg;920;640;TLC-FC2;101;398;116;450
168700-66_NORTE_P1_png.rf.b54df1ce3d28c744ef775b17444c7005.jpg;920;640;TLC-FC2;363;384;374;432
168780-82_NORTE_P1_png.rf.1b9d681605c15c411770a00582db9aa1.jpg;920;640;FI;46;8;243;640
168780-82_NORTE_P1_png.rf.1b9d681605c15c411770a00582db9aa1.jpg;920;640;TLL-FC1;625;198;679;640
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLL-FC2;655;317;672;640
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;637;0;655;101
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;584;108;597;203
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;671;178;688;297
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;636;118;648;216
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;71;451;95;604
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;114;533;126;639
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;111;7;132;77
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;89;69;107;162
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;133;176;151;354
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;96;160;113;275
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;86;269;94;367
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;76;354;83;429
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;129;457;139;525
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;165;435;177;555
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;130;540;147;640
168783-44_NORTE_P1_png.rf.4508c8308669eb26817e619d4040a35f.jpg;920;640;TLC-FC2;160;60;171;147
168860-98_NORTE_P1_png.rf.07837709f5ac6e941e4ddcca401d8d03.jpg;920;640;TLC-FC1;183;251;214;510
168860-98_NORTE_P1_png.rf.07837709f5ac6e941e4ddcca401d8d03.jpg;920;640;TLL-FC1;143;0;164;295
168860-98_NORTE_P1_png.rf.07837709f5ac6e941e4ddcca401d8d03.jpg;920;640;J;14;401;165;585
168899-77_NORTE_P1_png.rf.d7405cc279178c938331ac002253dec2.jpg;920;640;TLL-FC1;47;6;113;363
168903-76_NORTE_P1_png.rf.89005954ba66908d4e529a2ac81068bf.jpg;920;640;TLC-FC1;20;182;61;364
168940-88_NORTE_P1_png.rf.5f82bd0a6290228463360c15b8b0cf45.jpg;920;640;J;37;196;208;631
168944-55_NORTE_P1_png.rf.fe580c014e1845b48fa86429d4e3a916.jpg;920;640;TLC-FC2;225;92;242;159
168944-55_NORTE_P1_png.rf.fe580c014e1845b48fa86429d4e3a916.jpg;920;640;TLC-FC2;199;277;228;380
168944-55_NORTE_P1_png.rf.fe580c014e1845b48fa86429d4e3a916.jpg;920;640;TLC-FC2;178;38;194;74
168944-55_NORTE_P1_png.rf.fe580c014e1845b48fa86429d4e3a916.jpg;920;640;TLC-FC2;147;78;163;117
168944-55_NORTE_P1_png.rf.fe580c014e1845b48fa86429d4e3a916.jpg;920;640;FI;99;139;200;640
168944-55_NORTE_P1_png.rf.fe580c014e1845b48fa86429d4e3a916.jpg;920;640;TLL-FC2;29;17;48;365
169061-53_NORTE_P1_png.rf.3802475ab6b2b63b1afa3513eff4dea0.jpg;920;640;TLL-FC2;14;6;23;275
169140-9_NORTE_P1_png.rf.abd56e74b2589142350cbbf6abcc03ae.jpg;920;640;TLC-FC2;179;201;193;319
169140-9_NORTE_P1_png.rf.abd56e74b2589142350cbbf6abcc03ae.jpg;920;640;TLC-FC2;165;486;173;565
169140-9_NORTE_P1_png.rf.abd56e74b2589142350cbbf6abcc03ae.jpg;920;640;TLL-FC2;31;3;57;235
169144-69_NORTE_P1_png.rf.e88fcc063476a5ee093eddd06097d516.jpg;920;640;TLC-FC1;3;203;25;379
169144-69_NORTE_P1_png.rf.e88fcc063476a5ee093eddd06097d516.jpg;920;640;TLL-FC2;902;1;920;302
169181-58_NORTE_P1_png.rf.f306a2a20f4c888188332b6ac84ae87c.jpg;920;640;TLC-FC1;41;0;96;176
169259-84_NORTE_P1_png.rf.0c1d5ba04341280227964440d672b01d.jpg;920;640;D;773;292;802;352
169259-84_NORTE_P1_png.rf.0c1d5ba04341280227964440d672b01d.jpg;920;640;TLC-FC2;594;285;618;391
169259-84_NORTE_P1_png.rf.0c1d5ba04341280227964440d672b01d.jpg;920;640;TLC-FC2;157;332;174;406
169259-84_NORTE_P1_png.rf.0c1d5ba04341280227964440d672b01d.jpg;920;640;TLC-FC2;3;0;12;97
169259-84_NORTE_P1_png.rf.0c1d5ba04341280227964440d672b01d.jpg;920;640;TLL-FC2;30;0;46;398
169263-61_NORTE_P1_png.rf.f9d8670d7948e7c1db78ccd1333bb94e.jpg;920;640;J;0;0;78;302
169263-61_NORTE_P1_png.rf.f9d8670d7948e7c1db78ccd1333bb94e.jpg;920;640;TLC-FC2;180;203;208;404
169299-28_NORTE_P1_png.rf.198d01f15cbd203f22dd37c7c77ea40d.jpg;920;640;TLL-FC1;103;4;122;640
169299-28_NORTE_P1_png.rf.198d01f15cbd203f22dd37c7c77ea40d.jpg;920;640;TLC-FC2;18;0;40;151
169299-28_NORTE_P1_png.rf.198d01f15cbd203f22dd37c7c77ea40d.jpg;920;640;TLC-FC2;60;0;79;130
169299-28_NORTE_P1_png.rf.198d01f15cbd203f22dd37c7c77ea40d.jpg;920;640;TLC-FC2;27;301;47;411
169299-28_NORTE_P1_png.rf.198d01f15cbd203f22dd37c7c77ea40d.jpg;920;640;TLC-FC2;167;404;182;492
169299-28_NORTE_P1_png.rf.198d01f15cbd203f22dd37c7c77ea40d.jpg;920;640;TLC-FC2;181;213;201;320
169303-41_NORTE_P1_png.rf.738d42a56d066f91734f5a39fe836b15.jpg;920;640;TLC-FC1;619;307;632;362
169303-41_NORTE_P1_png.rf.738d42a56d066f91734f5a39fe836b15.jpg;920;640;TLC-FC1;682;97;697;136
169303-41_NORTE_P1_png.rf.738d42a56d066f91734f5a39fe836b15.jpg;920;640;TLL-FC2;76;10;89;637
169381-2_NORTE_P1_png.rf.3bceae7f0e18c8bf984ebb3842ad1080.jpg;920;640;D;896;420;907;489
169381-2_NORTE_P1_png.rf.3bceae7f0e18c8bf984ebb3842ad1080.jpg;920;640;D;185;323;215;354
169381-2_NORTE_P1_png.rf.3bceae7f0e18c8bf984ebb3842ad1080.jpg;920;640;D;208;279;221;318
169381-2_NORTE_P1_png.rf.3bceae7f0e18c8bf984ebb3842ad1080.jpg;920;640;D;351;114;378;136
169384-85_NORTE_P1_png.rf.ccbc631c70abd94f266fec1a4ea314b4.jpg;920;640;TLC-FC1;156;450;183;564
169384-85_NORTE_P1_png.rf.ccbc631c70abd94f266fec1a4ea314b4.jpg;920;640;TLC-FC1;608;77;628;153
169384-85_NORTE_P1_png.rf.ccbc631c70abd94f266fec1a4ea314b4.jpg;920;640;TLC-FC1;859;73;889;188
169463-96_NORTE_P1_png.rf.08f5fee9a4095c5f721d397b4248b678.jpg;920;640;TLC-FC2;360;53;378;292
169463-96_NORTE_P1_png.rf.08f5fee9a4095c5f721d397b4248b678.jpg;920;640;TLC-FC3;891;34;911;257
169498-96_NORTE_P1_png.rf.49e42f41a7ca769e7e9ebc9767cb9216.jpg;920;640;TLC-FC2;888;0;910;146
169506-83_NORTE_P1_png.rf.977a0a4ee171bbbeb8ed008f260e47f4.jpg;920;640;TLL-FC1;396;61;423;328
169506-83_NORTE_P1_png.rf.977a0a4ee171bbbeb8ed008f260e47f4.jpg;920;640;TLC-FC3;870;7;916;171
169540-61_NORTE_P1_png.rf.e75de989e94890143e8467e79f2dbe9c.jpg;920;640;FI;56;0;187;640
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;93;285;118;362
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;111;436;126;529
